user,gesture,run,file_name,path,n_rows,columns,has_required_columns,empty_file,na_total,timestamp_start,timestamp_end,duration_counts,timestamp_monotonic_non_decreasing,timestamp_strictly_increasing,timestamp_median_step
Alex,behind_right_fast_return,6,behind_right_fast_return_6.csv,data/Alex/behind_right_fast_return_6.csv,203,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,442409.0,442611.0,202.0,True,True,1.0
Alex,behind_right_fast_return,7,behind_right_fast_return_7.csv,data/Alex/behind_right_fast_return_7.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,442613.0,442810.0,197.0,True,True,1.0
Alex,behind_right_fast_return,8,behind_right_fast_return_8.csv,data/Alex/behind_right_fast_return_8.csv,201,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,442811.0,443011.0,200.0,True,True,1.0
Alex,behind_right_fast_return,9,behind_right_fast_return_9.csv,data/Alex/behind_right_fast_return_9.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,443015.0,443212.0,197.0,True,True,1.0
Alex,behind_right_return,1,behind_right_return_1.csv,data/Alex/behind_right_return_1.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,434368.0,434663.0,295.0,True,True,1.0
Alex,behind_right_return,10,behind_right_return_10.csv,data/Alex/behind_right_return_10.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,437074.0,437369.0,295.0,True,True,1.0
Alex,behind_right_return,2,behind_right_return_2.csv,data/Alex/behind_right_return_2.csv,305,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,434664.0,434968.0,304.0,True,True,1.0
Alex,behind_right_return,3,behind_right_return_3.csv,data/Alex/behind_right_return_3.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,434969.0,435268.0,299.0,True,True,1.0
Alex,behind_right_return,4,behind_right_return_4.csv,data/Alex/behind_right_return_4.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,435269.0,435568.0,299.0,True,True,1.0
Alex,behind_right_return,5,behind_right_return_5.csv,data/Alex/behind_right_return_5.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,435569.0,435868.0,299.0,True,True,1.0
Alex,behind_right_return,6,behind_right_return_6.csv,data/Alex/behind_right_return_6.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,435869.0,436168.0,299.0,True,True,1.0
Alex,behind_right_return,7,behind_right_return_7.csv,data/Alex/behind_right_return_7.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,436175.0,436470.0,295.0,True,True,1.0
Alex,behind_right_return,8,behind_right_return_8.csv,data/Alex/behind_right_return_8.csv,304,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,436471.0,436774.0,303.0,True,True,1.0
Alex,behind_right_return,9,behind_right_return_9.csv,data/Alex/behind_right_return_9.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,436775.0,437073.0,298.0,True,True,1.0
Alex,get_up,1,get_up_1.csv,data/Alex/get_up_1.csv,298,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,538158.0,538455.0,297.0,True,True,1.0
Alex,get_up,10,get_up_10.csv,data/Alex/get_up_10.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,542664.0,542963.0,299.0,True,True,1.0
Alex,get_up,11,get_up_11.csv,data/Alex/get_up_11.csv,301,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,543164.0,543464.0,300.0,True,True,1.0
Alex,get_up,12,get_up_12.csv,data/Alex/get_up_12.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,543666.0,543965.0,299.0,True,True,1.0
Alex,get_up,13,get_up_13.csv,data/Alex/get_up_13.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,544167.0,544465.0,298.0,True,True,1.0
Alex,get_up,14,get_up_14.csv,data/Alex/get_up_14.csv,305,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,544664.0,544968.0,304.0,True,True,1.0
Alex,get_up,15,get_up_15.csv,data/Alex/get_up_15.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,545167.0,545466.0,299.0,True,True,1.0
Alex,get_up,16,get_up_16.csv,data/Alex/get_up_16.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,545666.0,545960.0,294.0,True,True,1.0
Alex,get_up,17,get_up_17.csv,data/Alex/get_up_17.csv,304,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,546176.0,546479.0,303.0,True,True,1.0
Alex,get_up,18,get_up_18.csv,data/Alex/get_up_18.csv,293,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,546684.0,546978.0,294.0,True,True,1.0
Alex,get_up,19,get_up_19.csv,data/Alex/get_up_19.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,547182.0,547481.0,299.0,True,True,1.0
Alex,get_up,2,get_up_2.csv,data/Alex/get_up_2.csv,304,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,538652.0,538955.0,303.0,True,True,1.0
Alex,get_up,20,get_up_20.csv,data/Alex/get_up_20.csv,290,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,547687.0,547976.0,289.0,True,True,1.0
Alex,get_up,3,get_up_3.csv,data/Alex/get_up_3.csv,294,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,539160.0,539453.0,293.0,True,True,1.0
Alex,get_up,4,get_up_4.csv,data/Alex/get_up_4.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,539658.0,539952.0,294.0,True,True,1.0
Alex,get_up,5,get_up_5.csv,data/Alex/get_up_5.csv,298,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,540162.0,540461.0,299.0,True,True,1.0
Alex,get_up,6,get_up_6.csv,data/Alex/get_up_6.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,540660.0,540955.0,295.0,True,True,1.0
Alex,get_up,7,get_up_7.csv,data/Alex/get_up_7.csv,298,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,541159.0,541458.0,299.0,True,True,1.0
Alex,get_up,8,get_up_8.csv,data/Alex/get_up_8.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,541660.0,541958.0,298.0,True,True,1.0
Alex,get_up,9,get_up_9.csv,data/Alex/get_up_9.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,542166.0,542463.0,297.0,True,True,1.0
Alex,idle,1,idle_1.csv,data/Alex/idle_1.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,481403.0,481702.0,299.0,True,True,1.0
Alex,idle,10,idle_10.csv,data/Alex/idle_10.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,485015.0,485314.0,299.0,True,True,1.0
Alex,idle,11,idle_11.csv,data/Alex/idle_11.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,485417.0,485716.0,299.0,True,True,1.0
