user,gesture,run,file_name,path,n_rows,columns,has_required_columns,empty_file,na_total,timestamp_start,timestamp_end,duration_counts,timestamp_monotonic_non_decreasing,timestamp_strictly_increasing,timestamp_median_step
Alex,behind_left,1,behind_left_1.csv,data/Alex/behind_left_1.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,398668.0,398967.0,299.0,True,True,1.0
Alex,behind_left,10,behind_left_10.csv,data/Alex/behind_left_10.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,402276.0,402573.0,297.0,True,True,1.0
Alex,behind_left,2,behind_left_2.csv,data/Alex/behind_left_2.csv,303,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,399066.0,399368.0,302.0,True,True,1.0
Alex,behind_left,3,behind_left_3.csv,data/Alex/behind_left_3.csv,302,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,399467.0,399768.0,301.0,True,True,1.0
Alex,behind_left,4,behind_left_4.csv,data/Alex/behind_left_4.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,399873.0,400168.0,295.0,True,True,1.0
Alex,behind_left,5,behind_left_5.csv,data/Alex/behind_left_5.csv,301,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,400270.0,400570.0,300.0,True,True,1.0
Alex,behind_left,6,behind_left_6.csv,data/Alex/behind_left_6.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,400672.0,400971.0,299.0,True,True,1.0
Alex,behind_left,7,behind_left_7.csv,data/Alex/behind_left_7.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,401074.0,401369.0,295.0,True,True,1.0
Alex,behind_left,8,behind_left_8.csv,data/Alex/behind_left_8.csv,298,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,401477.0,401774.0,297.0,True,True,1.0
Alex,behind_left,9,behind_left_9.csv,data/Alex/behind_left_9.csv,297,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,401877.0,402173.0,296.0,True,True,1.0
Alex,behind_left_fast,1,behind_left_fast_1.csv,data/Alex/behind_left_fast_1.csv,197,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,407549.0,407745.0,196.0,True,True,1.0
Alex,behind_left_fast,10,behind_left_fast_10.csv,data/Alex/behind_left_fast_10.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,410254.0,410451.0,197.0,True,True,1.0
Alex,behind_left_fast,2,behind_left_fast_2.csv,data/Alex/behind_left_fast_2.csv,197,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,407848.0,408044.0,196.0,True,True,1.0
Alex,behind_left_fast,3,behind_left_fast_3.csv,data/Alex/behind_left_fast_3.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,408148.0,408345.0,197.0,True,True,1.0
Alex,behind_left_fast,4,behind_left_fast_4.csv,data/Alex/behind_left_fast_4.csv,201,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,408448.0,408648.0,200.0,True,True,1.0
Alex,behind_left_fast,5,behind_left_fast_5.csv,data/Alex/behind_left_fast_5.csv,204,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,408748.0,408951.0,203.0,True,True,1.0
Alex,behind_left_fast,6,behind_left_fast_6.csv,data/Alex/behind_left_fast_6.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,409050.0,409247.0,197.0,True,True,1.0
Alex,behind_left_fast,7,behind_left_fast_7.csv,data/Alex/behind_left_fast_7.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,409354.0,409551.0,197.0,True,True,1.0
Alex,behind_left_fast,8,behind_left_fast_8.csv,data/Alex/behind_left_fast_8.csv,201,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,409651.0,409851.0,200.0,True,True,1.0
Alex,behind_left_fast,9,behind_left_fast_9.csv,data/Alex/behind_left_fast_9.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,409954.0,410151.0,197.0,True,True,1.0
Alex,behind_left_fast_return,1,behind_left_fast_return_1.csv,data/Alex/behind_left_fast_return_1.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,411202.0,411399.0,197.0,True,True,1.0
Alex,behind_left_fast_return,10,behind_left_fast_return_10.csv,data/Alex/behind_left_fast_return_10.csv,201,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,413005.0,413205.0,200.0,True,True,1.0
Alex,behind_left_fast_return,2,behind_left_fast_return_2.csv,data/Alex/behind_left_fast_return_2.csv,197,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,411400.0,411596.0,196.0,True,True,1.0
Alex,behind_left_fast_return,3,behind_left_fast_return_3.csv,data/Alex/behind_left_fast_return_3.csv,205,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,411597.0,411801.0,204.0,True,True,1.0
Alex,behind_left_fast_return,4,behind_left_fast_return_4.csv,data/Alex/behind_left_fast_return_4.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,411802.0,411999.0,197.0,True,True,1.0
Alex,behind_left_fast_return,5,behind_left_fast_return_5.csv,data/Alex/behind_left_fast_return_5.csv,200,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,412000.0,412199.0,199.0,True,True,1.0
Alex,behind_left_fast_return,6,behind_left_fast_return_6.csv,data/Alex/behind_left_fast_return_6.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,412204.0,412401.0,197.0,True,True,1.0
Alex,behind_left_fast_return,7,behind_left_fast_return_7.csv,data/Alex/behind_left_fast_return_7.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,412402.0,412599.0,197.0,True,True,1.0
Alex,behind_left_fast_return,8,behind_left_fast_return_8.csv,data/Alex/behind_left_fast_return_8.csv,203,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,412602.0,412804.0,202.0,True,True,1.0
Alex,behind_left_fast_return,9,behind_left_fast_return_9.csv,data/Alex/behind_left_fast_return_9.csv,197,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,412805.0,413001.0,196.0,True,True,1.0
Alex,behind_left_return,1,behind_left_return_1.csv,data/Alex/behind_left_return_1.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,403751.0,404049.0,298.0,True,True,1.0
Alex,behind_left_return,10,behind_left_return_10.csv,data/Alex/behind_left_return_10.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,406455.0,406749.0,294.0,True,True,1.0
Alex,behind_left_return,2,behind_left_return_2.csv,data/Alex/behind_left_return_2.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,404050.0,404345.0,295.0,True,True,1.0
Alex,behind_left_return,3,behind_left_return_3.csv,data/Alex/behind_left_return_3.csv,304,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,404346.0,404649.0,303.0,True,True,1.0
Alex,behind_left_return,4,behind_left_return_4.csv,data/Alex/behind_left_return_4.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,404650.0,404949.0,299.0,True,True,1.0
Alex,behind_left_return,5,behind_left_return_5.csv,data/Alex/behind_left_return_5.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,404950.0,405249.0,299.0,True,True,1.0
Alex,behind_left_return,6,behind_left_return_6.csv,data/Alex/behind_left_return_6.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,405250.0,405549.0,299.0,True,True,1.0
Alex,behind_left_return,7,behind_left_return_7.csv,data/Alex/behind_left_return_7.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,405550.0,405849.0,299.0,True,True,1.0
Alex,behind_left_return,8,behind_left_return_8.csv,data/Alex/behind_left_return_8.csv,301,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,405855.0,406155.0,300.0,True,True,1.0
Alex,behind_left_return,9,behind_left_return_9.csv,data/Alex/behind_left_return_9.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,406156.0,406454.0,298.0,True,True,1.0
Alex,behind_right,1,behind_right_1.csv,data/Alex/behind_right_1.csv,301,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,429556.0,429856.0,300.0,True,True,1.0
Alex,behind_right,10,behind_right_10.csv,data/Alex/behind_right_10.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,433169.0,433463.0,294.0,True,True,1.0
Alex,behind_right,2,behind_right_2.csv,data/Alex/behind_right_2.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,429958.0,430257.0,299.0,True,True,1.0
Alex,behind_right,3,behind_right_3.csv,data/Alex/behind_right_3.csv,287,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,430361.0,430647.0,286.0,True,True,1.0
Alex,behind_right,4,behind_right_4.csv,data/Alex/behind_right_4.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,430762.0,431061.0,299.0,True,True,1.0
Alex,behind_right,5,behind_right_5.csv,data/Alex/behind_right_5.csv,300,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,431158.0,431457.0,299.0,True,True,1.0
Alex,behind_right,6,behind_right_6.csv,data/Alex/behind_right_6.csv,301,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,431560.0,431860.0,300.0,True,True,1.0
Alex,behind_right,7,behind_right_7.csv,data/Alex/behind_right_7.csv,295,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,431963.0,432257.0,294.0,True,True,1.0
Alex,behind_right,8,behind_right_8.csv,data/Alex/behind_right_8.csv,299,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,432365.0,432663.0,298.0,True,True,1.0
Alex,behind_right,9,behind_right_9.csv,data/Alex/behind_right_9.csv,296,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,432763.0,433058.0,295.0,True,True,1.0
Alex,behind_right_fast,1,behind_right_fast_1.csv,data/Alex/behind_right_fast_1.csv,204,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,437711.0,437914.0,203.0,True,True,1.0
Alex,behind_right_fast,10,behind_right_fast_10.csv,data/Alex/behind_right_fast_10.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,440423.0,440620.0,197.0,True,True,1.0
Alex,behind_right_fast,2,behind_right_fast_2.csv,data/Alex/behind_right_fast_2.csv,189,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,438014.0,438202.0,188.0,True,True,1.0
Alex,behind_right_fast,3,behind_right_fast_3.csv,data/Alex/behind_right_fast_3.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,438317.0,438514.0,197.0,True,True,1.0
Alex,behind_right_fast,4,behind_right_fast_4.csv,data/Alex/behind_right_fast_4.csv,189,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,438617.0,438805.0,188.0,True,True,1.0
Alex,behind_right_fast,5,behind_right_fast_5.csv,data/Alex/behind_right_fast_5.csv,205,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,438910.0,439114.0,204.0,True,True,1.0
Alex,behind_right_fast,6,behind_right_fast_6.csv,data/Alex/behind_right_fast_6.csv,195,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,439217.0,439411.0,194.0,True,True,1.0
Alex,behind_right_fast,7,behind_right_fast_7.csv,data/Alex/behind_right_fast_7.csv,207,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,439514.0,439720.0,206.0,True,True,1.0
Alex,behind_right_fast,8,behind_right_fast_8.csv,data/Alex/behind_right_fast_8.csv,203,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,439818.0,440020.0,202.0,True,True,1.0
Alex,behind_right_fast,9,behind_right_fast_9.csv,data/Alex/behind_right_fast_9.csv,200,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,440121.0,440320.0,199.0,True,True,1.0
Alex,behind_right_fast_return,1,behind_right_fast_return_1.csv,data/Alex/behind_right_fast_return_1.csv,202,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,441403.0,441604.0,201.0,True,True,1.0
Alex,behind_right_fast_return,10,behind_right_fast_return_10.csv,data/Alex/behind_right_fast_return_10.csv,199,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,443213.0,443411.0,198.0,True,True,1.0
Alex,behind_right_fast_return,2,behind_right_fast_return_2.csv,data/Alex/behind_right_fast_return_2.csv,201,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,441608.0,441808.0,200.0,True,True,1.0
Alex,behind_right_fast_return,3,behind_right_fast_return_3.csv,data/Alex/behind_right_fast_return_3.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,441809.0,442006.0,197.0,True,True,1.0
Alex,behind_right_fast_return,4,behind_right_fast_return_4.csv,data/Alex/behind_right_fast_return_4.csv,200,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,442011.0,442210.0,199.0,True,True,1.0
Alex,behind_right_fast_return,5,behind_right_fast_return_5.csv,data/Alex/behind_right_fast_return_5.csv,198,"[""timestamp"", ""x_accel"", ""y_accel"", ""z_accel"", ""x_gyro"", ""y_gyro"", ""z_gyro""]",True,False,0,442211.0,442408.0,197.0,True,True,1.0
